response,term,coefficient,std_coefficient,p_value,rank
M_mean_Nm,x3,-1437.5744948236215,-0.9978450519402061,1.9435741502806283e-49,1
M_mean_Nm,x2,-60.73546066595808,-0.04215752235522999,4.419592999725995e-26,2
M_mean_Nm,x1,-60.73546066595695,-0.0421575223552292,4.4195929997274705e-26,3
M_mean_Nm,x3^2,62.450323059552396,0.025026885754348013,3.070644961370192e-22,4
M_mean_Nm,x2x3,-13.404584181864045,-0.007596970955720511,1.4725638418223453e-13,5
M_mean_Nm,x1x3,-13.404584181863585,-0.00759697095572025,1.4725638418231943e-13,6
M_mean_Nm,x1x2,-3.9979859953070904,-0.002265835558615717,9.16040729634881e-06,7
M_mean_Nm,x2^2,-2.2197999254591876,-0.0008895819334513383,0.02564035583217179,8
M_mean_Nm,x1^2,-2.2197999254583216,-0.0008895819334509914,0.02564035583222161,9
F_kch_peak_N,x1,3610.9565958569824,0.7024458265800969,3.156713638041689e-15,1
F_kch_peak_N,x2,3610.956595856978,0.702445826580096,3.1567136380417227e-15,2
F_kch_peak_N,x1^2,-170.35137190487228,-0.019132669807544567,0.48256654105178587,3
F_kch_peak_N,x2^2,-170.35137190478494,-0.019132669807534756,0.4825665410520069,4
F_kch_peak_N,x1x2,114.91424496381302,0.018252350787226423,0.5026563717181627,5
F_kch_peak_N,x3^2,-0.053927542802869544,-6.056762903886067e-06,0.9998213149126545,6
F_kch_peak_N,x2x3,-0.034123734698457565,-5.420027569973e-06,0.9998400997171455,7
F_kch_peak_N,x1x3,-0.034123734695387875,-5.420027569485427e-06,0.9998400997171599,8
F_kch_peak_N,x3,-0.014840546080293882,-2.886957896484486e-06,0.9999148296976923,9
a_peak_m_s2,x2,-0.1799382245320405,-0.6854187532680668,1.3213798163979183e-13,1
a_peak_m_s2,x1,-0.17993822453204034,-0.6854187532680662,1.321379816397951e-13,2
a_peak_m_s2,x1x2,0.06289620584253922,0.19561915114493328,1.4332897012579615e-05,3
a_peak_m_s2,x1^2,0.02050298200212502,0.04509090530351915,0.18453867743517163,4
a_peak_m_s2,x2^2,0.020502982002120643,0.04509090530350953,0.18453867743526042,5
a_peak_m_s2,x3,-2.938526569417529e-05,-0.00011193403863427639,0.9973005488434514,6
a_peak_m_s2,x3^2,-7.967593194623046e-06,-1.7522621353248787e-05,0.9995774157973624,7
a_peak_m_s2,x2x3,-4.619279759386021e-06,-1.4366837765926272e-05,0.9996535222293066,8
a_peak_m_s2,x1x3,-4.619279759246071e-06,-1.4366837765491e-05,0.999653522229317,9
a_rms_m_s2,x1,-0.10503946850015876,-0.620770310302683,1.1152810198940478e-30,1
a_rms_m_s2,x2,-0.10503946850015866,-0.6207703103026826,1.1152810198940478e-30,2
a_rms_m_s2,x3,-0.07952112177116194,-0.46996002685816174,1.2624879994900166e-28,3
a_rms_m_s2,x1x2,0.014944610833745027,0.07211363756082774,7.065224587986738e-15,4
a_rms_m_s2,x1x3,0.0056280960311746895,0.027157781615378337,3.493563854349762e-08,5
a_rms_m_s2,x2x3,0.0056280960311746436,0.027157781615378115,3.4935638543501437e-08,6
a_rms_m_s2,x1^2,0.007888704181989814,0.026916802352093136,3.9721829834921976e-08,7
a_rms_m_s2,x2^2,0.007888704181987064,0.026916802352083755,3.972182983512081e-08,8
a_rms_m_s2,x3^2,0.003722097413983185,0.012700052900469092,0.00037322861450025805,9
j_peak_m_s3,x1,-2.463357083866914,-0.6992093405209933,6.403294149794311e-28,1
j_peak_m_s3,x2,-2.463357083866913,-0.6992093405209932,6.403294149794266e-28,2
j_peak_m_s3,x1x2,0.568601167572494,0.13177771355256643,1.1355906020530626e-15,3
j_peak_m_s3,x1^2,0.28850725055559323,0.04727983529464556,1.4265148426125221e-08,4
j_peak_m_s3,x2^2,0.28850725055553267,0.047279835294635635,1.4265148426169083e-08,5
j_peak_m_s3,x3,-0.0028037106021666976,-0.0007958166739169374,0.8675874955931533,6
