quantity,rigid,segmented,change_pct
"Peak traction force, kN",17.70276,17.710169934886995,-0.041857511975497586
"Peak wheel torque, kN m",9.3824628,9.386390065490108,-0.0418575119755044
"Peak traction power, kW",63.24733077156996,63.30480365569043,-0.09087005478229443
"Traction work, MJ",0.6912206674000174,0.6913088963554253,-0.012764224157199978
"Minimum effective mass, t",11.6,10.397125471272298,10.369608006273287
