configuration,braking_time_s_mean,braking_time_s_std,braking_distance_m_mean,braking_distance_m_std,mean_decel_m_s2_mean,mean_decel_m_s2_std,F_kch_peak_N_mean,F_kch_peak_N_std,a_peak_m_s2_mean,a_peak_m_s2_std,j_peak_m_s3_mean,j_peak_m_s3_std
compliant,25.84448138166911,0.4817061591390875,190.95368160064208,15.545314722035675,-0.5651915988817469,0.024327859944649498,5152.466956052051,790.3723518794022,0.7006579478674237,0.05606583662784494,8.850000316222323,0.8036164435605152
rigid,26.022994398033486,0.45361591010165375,193.15479910959039,15.056757995125636,-0.5613477214904399,0.025284881981004818,5152.501140868209,790.3376846747317,0.5852312043480923,0.013295565043682412,6.455376160153582,0.24561202476845345
