front_fill,rear_fill,m1_kg,m2_kg,asymmetry,F_rigid_kN,F_seg_kN,dF_peak_pct,dP_peak_pct,dW_pct,u1_peak_mm,u2_peak_mm
1.0,1.0,5700.0,5700.0,0.0,27.51828849275537,27.7758985837668,-0.9361413994887405,-1.5583645995065343,-0.024676832866368053,50.812244378993576,31.109501093362507
1.0,0.6,5700.0,3700.0,0.2127659574468085,25.054688522052246,25.06196739949045,-0.029051957408274553,-0.14892652594587494,-0.01764155672879352,40.20833216306641,20.263911807809393
0.6,1.0,3700.0,5700.0,0.2127659574468085,25.054688522052246,25.059331357225712,-0.018530803802976937,-1.4333959299909682,-0.019238169633538197,42.139436816654595,30.678897676829568
1.0,0.0,5700.0,700.0,0.78125,21.35928856599756,21.365357578955393,-0.028413928390374963,-0.04382743511375832,-0.010286237943626571,26.129265289205804,4.2185925976421075
0.0,1.0,700.0,5700.0,0.78125,21.35928856599756,21.37197896368322,-0.05941395307454883,0.1091712991627527,-0.013369400120646866,29.770197404520236,30.31058131241777
0.5,0.5,3200.0,3200.0,0.0,21.35928856599756,21.373193465540815,-0.06510001257903485,-0.48712897913702224,-0.00977172074250705,28.040802982139756,17.410313767163128
