cargo_per_tank_kg,compliant,rigid,reduction_pct
1250.0,39524.55650412292,43795.259511163524,9.751518896587404
2500.0,42906.55500186212,45466.025449622844,5.629413221080125
3750.0,44012.78856244066,50740.33620009183,13.25877623498874
5000.0,47020.05556096693,52916.034911001894,11.14214124310572
